wasp_id,cell_id,amt,time,bout_id
8,182,3,2,
8,182,2,3,3.0
4,15,3,2,
4,15,2,3,3.0
33,6,3,2,
33,6,2,3,3.0
27,7,4,2,
27,7,2,4,3.0
0,174,4,2,
0,174,2,4,3.0
25,181,4,2,
25,181,2,4,3.0
26,4,4,2,
26,4,2,4,3.0
35,2,5,2,
35,2,2,5,3.0
13,1,5,2,
13,1,2,5,3.0
31,4,5,2,
31,4,2,5,3.0
2,158,5,2,
2,158,2,5,3.0
14,9,5,2,
14,9,2,5,3.0
24,2,5,2,
24,2,2,5,4.0
39,164,6,2,
39,164,2,6,4.0
0,183,6,2,
0,183,2,6,4.0
32,158,7,2,
32,158,2,7,4.0
33,1,7,2,
33,1,2,7,4.0
13,1,7,2,
13,1,2,7,4.0
43,14,7,2,
43,14,2,7,4.0
11,175,8,2,
11,175,2,8,6.0
36,14,8,2,
36,14,2,8,6.0
12,14,8,2,
12,14,2,8,6.0
26,3,8,2,
26,3,2,8,7.0
24,2,8,2,
24,2,2,8,7.0
14,3,9,2,
14,3,2,9,7.0
27,199,9,2,
27,199,2,9,7.0
11,175,9,2,
11,175,2,9,7.0
4,14,10,2,
4,14,2,10,7.0
33,165,10,2,
33,165,2,10,8.0
13,165,10,2,
13,165,2,10,8.0
38,182,10,2,
38,182,2,10,8.0
35,3,11,2,
35,3,2,11,8.0
31,4,11,2,
31,4,2,11,8.0
24,2,11,2,
24,2,2,11,8.0
13,15,11,2,
13,15,2,11,9.0
4,165,11,2,
4,165,2,11,9.0
34,173,12,1,
34,173,1,12,9.0
10,14,12,2,
10,14,2,12,9.0
11,17,12,2,
11,17,2,12,9.0
3,6,12,2,
3,6,2,12,9.0
33,15,12,2,
33,15,2,12,10.0
44,22,13,2,
44,22,2,13,10.0
7,9,13,2,
7,9,2,13,10.0
35,3,13,2,
35,3,2,13,10.0
26,3,13,2,
26,3,2,13,10.0
37,2,13,2,
37,2,2,13,10.0
24,7,13,2,
24,7,2,13,10.0
39,158,13,2,
39,158,2,13,10.0
13,160,13,2,
13,160,2,13,10.0
24,14,14,2,
24,14,2,14,10.0
34,166,14,2,
34,166,2,14,10.0
13,2,14,2,
13,2,2,14,10.0
3,159,14,2,
3,159,2,14,10.0
10,160,15,2,
10,160,2,15,10.0
26,3,15,2,
26,3,2,15,10.0
11,17,15,2,
11,17,2,15,10.0
34,160,15,2,
34,160,2,15,10.0
7,3,15,2,
7,3,2,15,10.0
7,3,16,2,
7,3,2,16,10.0
33,174,16,2,
33,174,2,16,10.0
37,2,16,2,
37,2,2,16,10.0
3,7,16,1,
3,7,1,16,10.0
25,173,16,2,
25,173,2,16,10.0
13,2,16,2,
13,2,2,16,10.0
4,14,16,2,
4,14,2,16,10.0
10,2,17,2,
10,2,2,17,10.0
33,167,17,2,
33,167,2,17,10.0
13,2,17,1,
13,2,1,17,10.0
39,171,18,2,
39,171,2,18,10.0
11,161,18,2,
11,161,2,18,10.0
34,3,18,1,
34,3,1,18,10.0
25,15,18,2,
25,15,2,18,10.0
26,3,19,2,
26,3,2,19,10.0
33,160,19,2,
33,160,2,19,10.0
41,191,19,2,
41,191,2,19,10.0
34,2,19,2,
34,2,2,19,10.0
12,191,20,1,
12,191,1,20,10.0
4,158,20,2,
4,158,2,20,10.0
10,1,20,2,
10,1,2,20,10.0
3,15,21,1,
3,15,1,21,10.0
11,4,21,2,
11,4,2,21,10.0
33,2,21,1,
33,2,1,21,10.0
34,2,21,2,
34,2,2,21,10.0
25,172,21,2,
25,172,2,21,10.0
13,16,21,2,
13,16,2,21,10.0
15,3,21,2,
15,3,2,21,10.0
15,3,22,2,
15,3,2,22,12.0
26,3,22,2,
26,3,2,22,12.0
22,3,22,1,
22,3,1,22,12.0
31,160,22,2,
31,160,2,22,12.0
11,4,22,2,
11,4,2,22,12.0
37,160,23,2,
37,160,2,23,12.0
33,7,23,2,
33,7,2,23,12.0
2,158,24,1,
2,158,1,24,13.0
10,159,24,2,
10,159,2,24,13.0
34,2,24,2,
34,2,2,24,14.0
11,4,24,2,
11,4,2,24,14.0
4,180,25,2,
4,180,2,25,14.0
3,181,25,1,
3,181,1,25,14.0
13,171,25,2,
13,171,2,25,14.0
10,165,25,2,
10,165,2,25,15.0
22,2,25,2,
22,2,2,25,15.0
9,4,25,2,
9,4,2,25,15.0
33,14,25,2,
33,14,2,25,15.0
31,2,25,1,
31,2,1,25,15.0
21,4,26,2,
21,4,2,26,15.0
34,2,26,2,
34,2,2,26,15.0
35,161,26,2,
35,161,2,26,15.0
11,4,26,2,
11,4,2,26,15.0
32,0,26,2,
32,0,2,26,16.0
36,189,26,1,
36,189,1,26,16.0
31,166,27,1,
31,166,1,27,16.0
6,166,27,2,
6,166,2,27,16.0
5,33,27,2,
5,33,2,27,17.0
10,173,27,2,
10,173,2,27,17.0
33,22,27,2,
33,22,2,27,17.0
11,4,28,2,
11,4,2,28,17.0
2,0,28,2,
2,0,2,28,17.0
7,3,28,2,
7,3,2,28,17.0
9,161,28,2,
9,161,2,28,17.0
34,2,28,2,
34,2,2,28,17.0
3,173,28,2,
3,173,2,28,17.0
32,158,28,1,
32,158,1,28,17.0
21,4,28,2,
21,4,2,28,17.0
35,4,29,2,
35,4,2,29,17.0
15,161,29,2,
15,161,2,29,17.0
9,161,30,2,
9,161,2,30,17.0
41,13,30,1,
41,13,1,30,17.0
11,4,30,2,
11,4,2,30,17.0
34,2,30,2,
34,2,2,30,18.0
2,158,30,2,
2,158,2,30,18.0
3,165,30,2,
3,165,2,30,18.0
36,31,31,2,
36,31,2,31,19.0
34,2,32,2,
34,2,2,32,19.0
32,0,32,2,
32,0,2,32,19.0
10,182,32,2,
10,182,2,32,20.0
9,161,32,2,
9,161,2,32,20.0
25,180,32,2,
25,180,2,32,21.0
2,159,33,2,
2,159,2,33,21.0
35,4,33,2,
35,4,2,33,21.0
7,3,33,2,
7,3,2,33,21.0
3,1,33,2,
3,1,2,33,21.0
15,4,33,2,
15,4,2,33,21.0
33,190,33,2,
33,190,2,33,21.0
4,171,34,2,
4,171,2,34,21.0
10,33,34,2,
10,33,2,34,21.0
34,2,34,2,
34,2,2,34,21.0
11,4,35,2,
11,4,2,35,21.0
5,181,35,2,
5,181,2,35,21.0
32,158,35,2,
32,158,2,35,21.0
3,1,35,2,
3,1,2,35,21.0
9,161,35,2,
9,161,2,35,21.0
26,2,36,2,
26,2,2,36,21.0
34,2,36,2,
34,2,2,36,21.0
35,161,36,2,
35,161,2,36,21.0
3,159,36,2,
3,159,2,36,21.0
2,1,37,2,
2,1,2,37,21.0
9,161,37,2,
9,161,2,37,21.0
14,3,37,2,
14,3,2,37,21.0
37,3,38,2,
37,3,2,38,21.0
3,0,38,2,
3,0,2,38,21.0
11,3,38,2,
11,3,2,38,21.0
5,173,38,2,
5,173,2,38,21.0
9,161,38,2,
9,161,2,38,21.0
14,9,39,2,
14,9,2,39,21.0
41,158,39,2,
41,158,2,39,21.0
9,161,39,2,
9,161,2,39,21.0
21,7,39,2,
21,7,2,39,21.0
15,3,39,2,
15,3,2,39,21.0
11,9,39,2,
11,9,2,39,21.0
2,1,39,2,
2,1,2,39,21.0
32,164,40,2,
32,164,2,40,21.0
5,182,40,2,
5,182,2,40,21.0
34,167,40,2,
34,167,2,40,21.0
3,164,40,2,
3,164,2,40,21.0
15,2,41,2,
15,2,2,41,21.0
11,9,41,2,
11,9,2,41,21.0
2,165,41,2,
2,165,2,41,21.0
18,3,41,2,
18,3,2,41,21.0
14,9,41,2,
14,9,2,41,21.0
4,159,42,2,
4,159,2,42,21.0
34,17,42,2,
34,17,2,42,21.0
32,159,42,2,
32,159,2,42,21.0
11,9,43,2,
11,9,2,43,21.0
2,173,43,2,
2,173,2,43,21.0
3,166,43,2,
3,166,2,43,21.0
9,4,43,2,
9,4,2,43,21.0
4,6,44,2,
4,6,2,44,21.0
32,2,44,1,
32,2,1,44,21.0
11,9,44,2,
11,9,2,44,21.0
15,160,44,2,
15,160,2,44,21.0
22,17,44,2,
22,17,2,44,21.0
41,173,44,2,
41,173,2,44,22.0
18,3,44,2,
18,3,2,44,22.0
21,2,45,2,
21,2,2,45,22.0
2,24,45,2,
2,24,2,45,22.0
3,15,45,2,
3,15,2,45,22.0
41,23,46,2,
41,23,2,46,22.0
14,3,46,2,
14,3,2,46,22.0
32,160,46,2,
32,160,2,46,22.0
26,4,46,2,
26,4,2,46,22.0
18,9,46,2,
18,9,2,46,22.0
34,17,47,2,
34,17,2,47,22.0
12,191,48,2,
12,191,2,48,22.0
2,183,48,2,
2,183,2,48,22.0
3,6,48,2,
3,6,2,48,22.0
32,9,48,2,
32,9,2,48,22.0
11,3,48,2,
11,3,2,48,22.0
11,160,49,2,
11,160,2,49,22.0
4,1,49,2,
4,1,2,49,22.0
9,2,49,2,
9,2,2,49,22.0
34,175,49,1,
34,175,1,49,22.0
9,2,50,2,
9,2,2,50,22.0
37,160,50,2,
37,160,2,50,22.0
32,161,50,2,
32,161,2,50,22.0
2,33,51,2,
2,33,2,51,22.0
34,183,51,2,
34,183,2,51,22.0
34,183,53,2,
34,183,2,53,23.0
32,3,53,2,
32,3,2,53,23.0
11,17,53,2,
11,17,2,53,23.0
9,2,53,2,
9,2,2,53,23.0
4,189,54,2,
4,189,2,54,23.0
7,2,54,2,
7,2,2,54,23.0
2,33,54,2,
2,33,2,54,23.0
21,161,55,2,
21,161,2,55,24.0
6,9,55,2,
6,9,2,55,24.0
11,175,55,2,
11,175,2,55,24.0
35,3,55,1,
35,3,1,55,24.0
22,3,55,2,
22,3,2,55,24.0
42,161,55,1,
42,161,1,55,24.0
32,2,55,2,
32,2,2,55,24.0
15,16,56,2,
15,16,2,56,24.0
12,23,56,2,
12,23,2,56,24.0
26,3,56,2,
26,3,2,56,24.0
3,158,57,2,
3,158,2,57,24.0
34,15,57,2,
34,15,2,57,25.0
11,175,58,2,
11,175,2,58,25.0
28,160,58,2,
28,160,2,58,25.0
26,160,58,2,
26,160,2,58,25.0
10,22,58,2,
10,22,2,58,25.0
31,3,58,2,
31,3,2,58,25.0
42,9,58,2,
42,9,2,58,25.0
2,183,58,2,
2,183,2,58,25.0
9,183,59,1,
9,183,1,59,25.0
41,319,59,2,
41,319,2,59,25.0
11,175,59,2,
11,175,2,59,25.0
32,173,59,2,
32,173,2,59,25.0
3,164,59,2,
3,164,2,59,25.0
14,17,60,1,
14,17,1,60,25.0
2,183,60,1,
2,183,1,60,25.0
22,2,60,2,
22,2,2,60,25.0
3,172,61,2,
3,172,2,61,25.0
28,8,61,1,
28,8,1,61,25.0
11,175,61,2,
11,175,2,61,25.0
16,174,61,2,
16,174,2,61,25.0
32,24,61,2,
32,24,2,61,25.0
34,22,62,2,
34,22,2,62,25.0
14,17,62,1,
14,17,1,62,25.0
9,175,63,1,
9,175,1,63,25.0
12,32,63,2,
12,32,2,63,25.0
11,175,63,2,
11,175,2,63,26.0
15,17,63,2,
15,17,2,63,26.0
35,160,64,2,
35,160,2,64,26.0
32,183,64,2,
32,183,2,64,27.0
3,306,65,2,
3,306,2,65,28.0
10,319,66,2,
10,319,2,66,28.0
32,183,66,2,
32,183,2,66,28.0
16,191,66,1,
16,191,1,66,28.0
11,175,66,2,
11,175,2,66,28.0
18,17,67,2,
18,17,2,67,28.0
9,17,67,2,
9,17,2,67,28.0
28,3,67,1,
28,3,1,67,28.0
7,9,67,1,
7,9,1,67,28.0
31,9,67,2,
31,9,2,67,28.0
15,17,68,2,
15,17,2,68,28.0
11,175,68,2,
11,175,2,68,28.0
28,161,69,2,
28,161,2,69,28.0
21,3,69,2,
21,3,2,69,28.0
9,175,69,2,
9,175,2,69,28.0
14,17,69,2,
14,17,2,69,28.0
37,3,70,2,
37,3,2,70,28.0
2,183,70,2,
2,183,2,70,28.0
32,183,70,1,
32,183,1,70,28.0
11,175,70,2,
11,175,2,70,28.0
9,16,71,2,
9,16,2,71,29.0
7,3,71,2,
7,3,2,71,29.0
35,3,71,2,
35,3,2,71,29.0
28,4,71,2,
28,4,2,71,29.0
28,161,72,2,
28,161,2,72,30.0
6,3,72,2,
6,3,2,72,30.0
11,175,72,2,
11,175,2,72,30.0
22,4,72,2,
22,4,2,72,30.0
32,183,72,2,
32,183,2,72,30.0
7,3,72,2,
7,3,2,72,30.0
14,3,73,2,
14,3,2,73,30.0
42,3,73,2,
42,3,2,73,30.0
2,16,73,2,
2,16,2,73,30.0
16,181,73,2,
16,181,2,73,30.0
26,9,73,2,
26,9,2,73,30.0
34,13,74,1,
34,13,1,74,30.0
2,17,74,2,
2,17,2,74,30.0
32,174,74,2,
32,174,2,74,30.0
9,173,74,2,
9,173,2,74,30.0
18,17,74,2,
18,17,2,74,30.0
37,3,74,2,
37,3,2,74,30.0
28,4,75,2,
28,4,2,75,30.0
21,3,75,2,
21,3,2,75,30.0
31,3,75,2,
31,3,2,75,30.0
14,3,75,2,
14,3,2,75,30.0
15,2,76,2,
15,2,2,76,31.0
6,160,76,2,
6,160,2,76,31.0
2,17,76,2,
2,17,2,76,31.0
26,9,76,2,
26,9,2,76,31.0
28,3,77,1,
28,3,1,77,31.0
14,3,77,2,
14,3,2,77,31.0
21,3,77,2,
21,3,2,77,32.0
32,22,77,2,
32,22,2,77,32.0
35,3,78,1,
35,3,1,78,32.0
9,14,78,2,
9,14,2,78,32.0
26,9,78,1,
26,9,1,78,32.0
42,175,79,2,
42,175,2,79,32.0
11,183,79,2,
11,183,2,79,32.0
16,22,79,2,
16,22,2,79,32.0
38,172,80,2,
38,172,2,80,32.0
2,175,81,1,
2,175,1,81,32.0
37,17,82,2,
37,17,2,82,32.0
26,9,82,2,
26,9,2,82,32.0
9,22,82,2,
9,22,2,82,32.0
14,167,83,2,
14,167,2,83,32.0
2,17,83,2,
2,17,2,83,32.0
12,183,84,2,
12,183,2,84,32.0
11,183,84,2,
11,183,2,84,32.0
34,159,84,2,
34,159,2,84,32.0
33,23,84,2,
33,23,2,84,32.0
11,33,87,2,
11,33,2,87,32.0
12,183,87,2,
12,183,2,87,32.0
34,159,88,2,
34,159,2,88,32.0
18,4,89,2,
18,4,2,89,32.0
28,9,89,2,
28,9,2,89,32.0
33,191,89,2,
33,191,2,89,32.0
12,183,89,2,
12,183,2,89,32.0
2,15,89,2,
2,15,2,89,32.0
2,326,91,2,
2,326,2,91,33.0
32,164,91,1,
32,164,1,91,33.0
37,3,92,2,
37,3,2,92,33.0
14,9,92,2,
14,9,2,92,33.0
18,4,92,2,
18,4,2,92,33.0
11,41,92,2,
11,41,2,92,33.0
43,13,92,2,
43,13,2,92,33.0
12,328,92,2,
12,328,2,92,33.0
38,200,94,2,
38,200,2,94,33.0
8,191,94,2,
8,191,2,94,33.0
9,14,94,1,
9,14,1,94,33.0
32,171,94,1,
32,171,1,94,33.0
14,17,95,2,
14,17,2,95,33.0
7,16,95,2,
7,16,2,95,33.0
28,167,95,2,
28,167,2,95,33.0
21,3,95,2,
21,3,2,95,33.0
26,3,96,2,
26,3,2,96,33.0
4,173,96,2,
4,173,2,96,33.0
18,3,96,2,
18,3,2,96,33.0
6,3,96,2,
6,3,2,96,33.0
15,4,97,2,
15,4,2,97,33.0
18,2,97,2,
18,2,2,97,33.0
35,3,97,2,
35,3,2,97,33.0
34,158,97,2,
34,158,2,97,33.0
9,189,97,2,
9,189,2,97,33.0
14,3,97,2,
14,3,2,97,33.0
4,15,98,2,
4,15,2,98,33.0
31,7,98,2,
31,7,2,98,33.0
8,41,98,2,
8,41,2,98,34.0
22,3,99,2,
22,3,2,99,34.0
32,327,100,2,
32,327,2,100,34.0
43,158,100,2,
43,158,2,100,34.0
33,183,101,2,
33,183,2,101,34.0
17,33,101,2,
17,33,2,101,34.0
12,191,101,2,
12,191,2,101,34.0
22,160,101,2,
22,160,2,101,34.0
18,1,102,2,
18,1,2,102,34.0
6,4,102,2,
6,4,2,102,34.0
43,0,102,2,
43,0,2,102,34.0
35,3,102,2,
35,3,2,102,34.0
4,33,102,2,
4,33,2,102,34.0
12,328,103,2,
12,328,2,103,34.0
32,171,103,2,
32,171,2,103,34.0
33,183,103,2,
33,183,2,103,34.0
28,3,103,2,
28,3,2,103,34.0
13,171,103,2,
13,171,2,103,34.0
14,2,103,2,
14,2,2,103,34.0
26,3,103,2,
26,3,2,103,34.0
18,1,103,2,
18,1,2,103,34.0
6,4,103,2,
6,4,2,103,34.0
34,171,103,2,
34,171,2,103,34.0
31,3,104,2,
31,3,2,104,34.0
42,174,104,2,
42,174,2,104,34.0
15,2,105,1,
15,2,1,105,35.0
33,183,105,2,
33,183,2,105,35.0
34,13,105,2,
34,13,2,105,35.0
28,160,105,2,
28,160,2,105,35.0
21,3,105,2,
21,3,2,105,35.0
35,3,106,2,
35,3,2,106,35.0
6,4,106,2,
6,4,2,106,35.0
26,160,106,2,
26,160,2,106,35.0
42,3,106,2,
42,3,2,106,35.0
37,4,106,2,
37,4,2,106,35.0
31,2,107,2,
31,2,2,107,35.0
8,180,107,2,
8,180,2,107,35.0
37,4,107,1,
37,4,1,107,35.0
7,3,107,2,
7,3,2,107,35.0
21,160,108,2,
21,160,2,108,35.0
15,15,108,2,
15,15,2,108,35.0
32,164,108,2,
32,164,2,108,35.0
28,2,108,2,
28,2,2,108,35.0
22,2,109,2,
22,2,2,109,35.0
37,161,109,2,
37,161,2,109,35.0
4,181,109,2,
4,181,2,109,35.0
13,171,109,2,
13,171,2,109,35.0
14,15,109,1,
14,15,1,109,35.0
34,180,109,2,
34,180,2,109,35.0
17,327,110,2,
17,327,2,110,35.0
34,181,111,2,
34,181,2,111,35.0
7,161,113,2,
7,161,2,113,36.0
22,2,113,1,
22,2,1,113,36.0
32,183,114,2,
32,183,2,114,37.0
33,312,117,2,
33,312,2,117,37.0
26,160,117,2,
26,160,2,117,37.0
9,312,118,2,
9,312,2,118,37.0
17,180,118,2,
17,180,2,118,37.0
4,199,118,1,
4,199,1,118,37.0
6,3,118,2,
6,3,2,118,37.0
34,22,119,2,
34,22,2,119,37.0
13,328,119,2,
13,328,2,119,37.0
37,4,119,2,
37,4,2,119,37.0
22,160,119,2,
22,160,2,119,37.0
32,183,119,2,
32,183,2,119,37.0
42,160,120,2,
42,160,2,120,37.0
18,173,120,2,
18,173,2,120,37.0
21,3,120,2,
21,3,2,120,37.0
31,4,120,2,
31,4,2,120,37.0
6,3,120,2,
6,3,2,120,37.0
22,2,121,2,
22,2,2,121,37.0
7,4,121,2,
7,4,2,121,37.0
6,3,121,2,
6,3,2,121,37.0
26,3,122,2,
