wasp_id,cell_id,amt,time,bout_id
37,8,3,2,
37,8,2,3,2.0
49,23,3,2,
49,23,2,3,2.0
40,7,3,2,
40,7,2,3,4.0
61,173,4,2,
61,173,2,4,8.0
11,34,4,2,
11,34,2,4,8.0
14,183,4,2,
14,183,2,4,8.0
8,17,4,1,
8,17,1,4,8.0
35,7,4,2,
35,7,2,4,8.0
7,173,4,2,
7,173,2,4,9.0
71,24,4,2,
71,24,2,4,9.0
16,182,4,2,
16,182,2,4,9.0
55,319,5,2,
55,319,2,5,9.0
63,22,5,2,
63,22,2,5,9.0
25,3,5,2,
25,3,2,5,9.0
0,14,5,1,
0,14,1,5,9.0
64,2,5,2,
64,2,2,5,9.0
7,15,5,2,
7,15,2,5,9.0
43,23,5,2,
43,23,2,5,9.0
30,17,5,2,
30,17,2,5,9.0
40,2,5,2,
40,2,2,5,9.0
37,337,6,2,
37,337,2,6,9.0
57,24,6,2,
57,24,2,6,9.0
24,181,6,2,
24,181,2,6,9.0
40,2,6,2,
40,2,2,6,9.0
70,181,6,2,
70,181,2,6,9.0
53,0,6,2,
53,0,2,6,10.0
22,161,6,2,
22,161,2,6,10.0
8,168,6,2,
8,168,2,6,10.0
61,165,6,2,
61,165,2,6,10.0
12,1,6,2,
12,1,2,6,10.0
17,182,6,2,
17,182,2,6,10.0
67,24,6,2,
67,24,2,6,10.0
3,182,6,2,
3,182,2,6,10.0
6,13,6,2,
6,13,2,6,10.0
23,23,7,2,
23,23,2,7,10.0
54,181,7,2,
54,181,2,7,10.0
35,2,7,2,
35,2,2,7,10.0
14,25,7,2,
14,25,2,7,10.0
26,201,7,2,
26,201,2,7,10.0
28,159,7,2,
28,159,2,7,10.0
7,173,7,2,
7,173,2,7,10.0
71,10,8,2,
71,10,2,8,11.0
12,159,8,2,
12,159,2,8,11.0
8,10,8,2,
8,10,2,8,11.0
67,23,8,2,
67,23,2,8,11.0
27,35,8,2,
27,35,2,8,11.0
34,172,8,2,
34,172,2,8,12.0
40,2,8,2,
40,2,2,8,12.0
8,161,9,2,
8,161,2,9,12.0
32,3,9,2,
32,3,2,9,12.0
0,6,9,2,
0,6,2,9,12.0
35,7,9,1,
35,7,1,9,12.0
65,182,9,2,
65,182,2,9,12.0
45,183,9,2,
45,183,2,9,12.0
57,25,9,2,
57,25,2,9,12.0
24,173,9,2,
24,173,2,9,12.0
7,174,9,1,
7,174,1,9,12.0
57,35,10,1,
57,35,1,10,14.0
61,158,10,2,
61,158,2,10,14.0
17,22,10,2,
17,22,2,10,14.0
40,2,10,2,
40,2,2,10,14.0
22,162,10,2,
22,162,2,10,14.0
71,18,10,2,
71,18,2,10,14.0
28,0,10,2,
28,0,2,10,14.0
30,9,10,2,
30,9,2,10,14.0
8,3,11,2,
8,3,2,11,14.0
24,7,11,2,
24,7,2,11,14.0
30,3,11,1,
30,3,1,11,14.0
12,1,12,2,
12,1,2,12,14.0
7,175,12,2,
7,175,2,12,14.0
45,25,12,2,
45,25,2,12,14.0
8,160,13,2,
8,160,2,13,15.0
61,13,13,2,
61,13,2,13,15.0
35,6,13,2,
35,6,2,13,15.0
53,0,13,2,
53,0,2,13,15.0
52,3,13,1,
52,3,1,13,15.0
66,2,13,2,
66,2,2,13,15.0
45,24,14,2,
45,24,2,14,15.0
12,1,14,2,
12,1,2,14,15.0
34,1,14,2,
34,1,2,14,15.0
28,6,14,2,
28,6,2,14,15.0
66,2,14,2,
66,2,2,14,15.0
0,14,14,2,
0,14,2,14,15.0
22,18,15,1,
22,18,1,15,15.0
30,2,15,2,
30,2,2,15,15.0
59,3,15,2,
59,3,2,15,15.0
52,2,15,2,
52,2,2,15,15.0
70,202,15,2,
70,202,2,15,15.0
7,167,15,1,
7,167,1,15,15.0
49,23,15,2,
49,23,2,15,15.0
67,319,15,2,
67,319,2,15,15.0
40,3,15,2,
40,3,2,15,16.0
66,2,16,2,
66,2,2,16,16.0
40,3,16,2,
40,3,2,16,16.0
24,2,16,2,
24,2,2,16,16.0
35,158,16,2,
35,158,2,16,16.0
8,2,17,2,
8,2,2,17,16.0
40,8,17,2,
40,8,2,17,16.0
0,181,17,2,
0,181,2,17,16.0
61,6,17,2,
61,6,2,17,17.0
71,162,17,2,
71,162,2,17,17.0
34,1,17,2,
34,1,2,17,17.0
12,1,17,2,
12,1,2,17,17.0
45,23,18,2,
45,23,2,18,17.0
13,14,18,2,
13,14,2,18,17.0
44,158,18,2,
44,158,2,18,17.0
7,3,18,2,
7,3,2,18,17.0
59,3,18,2,
59,3,2,18,17.0
66,2,18,2,
66,2,2,18,17.0
56,5,18,2,
56,5,2,18,18.0
23,15,18,2,
23,15,2,18,18.0
24,7,18,2,
24,7,2,18,18.0
36,23,19,2,
36,23,2,19,18.0
34,1,19,2,
34,1,2,19,18.0
40,7,19,1,
40,7,1,19,18.0
6,158,19,2,
6,158,2,19,18.0
30,3,19,2,
30,3,2,19,18.0
7,3,19,2,
7,3,2,19,18.0
59,3,19,2,
59,3,2,19,18.0
4,9,19,2,
4,9,2,19,19.0
21,4,19,2,
21,4,2,19,19.0
28,158,19,2,
28,158,2,19,19.0
20,4,20,2,
20,4,2,20,19.0
41,3,20,2,
41,3,2,20,19.0
49,182,20,2,
49,182,2,20,19.0
24,173,20,2,
24,173,2,20,19.0
35,159,20,1,
35,159,1,20,19.0
61,171,20,2,
61,171,2,20,19.0
71,10,20,2,
71,10,2,20,20.0
8,2,20,2,
8,2,2,20,20.0
40,1,21,2,
40,1,2,21,20.0
33,3,21,2,
33,3,2,21,20.0
12,6,21,2,
12,6,2,21,20.0
7,3,21,2,
7,3,2,21,20.0
23,166,21,2,
23,166,2,21,20.0
64,3,21,2,
64,3,2,21,20.0
27,193,21,2,
27,193,2,21,20.0
13,159,21,2,
13,159,2,21,20.0
30,3,21,2,
30,3,2,21,20.0
8,2,22,2,
8,2,2,22,20.0
45,22,22,2,
45,22,2,22,20.0
66,2,22,2,
66,2,2,22,20.0
25,3,22,2,
25,3,2,22,20.0
49,24,22,2,
49,24,2,22,20.0
64,2,22,2,
64,2,2,22,20.0
71,9,22,2,
71,9,2,22,20.0
61,172,22,2,
61,172,2,22,21.0
40,1,23,2,
40,1,2,23,21.0
20,3,23,2,
20,3,2,23,21.0
35,1,23,1,
35,1,1,23,21.0
44,34,23,2,
44,34,2,23,21.0
30,8,23,2,
30,8,2,23,21.0
34,14,23,2,
34,14,2,23,21.0
13,159,23,2,
13,159,2,23,21.0
4,160,23,2,
4,160,2,23,22.0
61,7,24,2,
61,7,2,24,22.0
66,2,24,2,
66,2,2,24,22.0
23,25,24,2,
23,25,2,24,22.0
4,2,24,2,
4,2,2,24,22.0
27,35,24,2,
27,35,2,24,23.0
7,8,24,2,
7,8,2,24,23.0
20,160,25,2,
20,160,2,25,23.0
6,173,25,2,
6,173,2,25,23.0
24,171,25,2,
24,171,2,25,23.0
8,2,25,2,
8,2,2,25,23.0
71,8,25,1,
71,8,1,25,23.0
30,166,25,2,
30,166,2,25,23.0
13,159,25,2,
13,159,2,25,23.0
35,165,25,2,
35,165,2,25,23.0
70,33,26,2,
70,33,2,26,24.0
66,2,26,2,
66,2,2,26,24.0
4,7,26,2,
4,7,2,26,24.0
23,174,26,2,
23,174,2,26,24.0
61,2,26,2,
61,2,2,26,24.0
7,7,26,2,
7,7,2,26,24.0
18,189,26,2,
18,189,2,26,24.0
33,3,26,2,
33,3,2,26,24.0
6,23,27,1,
6,23,1,27,25.0
8,2,27,2,
8,2,2,27,25.0
35,15,27,2,
35,15,2,27,26.0
65,35,27,2,
65,35,2,27,26.0
40,1,27,2,
40,1,2,27,26.0
27,35,27,2,
27,35,2,27,27.0
71,164,28,2,
71,164,2,28,27.0
61,2,28,1,
61,2,1,28,27.0
56,3,28,2,
56,3,2,28,27.0
4,172,28,2,
4,172,2,28,27.0
23,15,28,1,
23,15,1,28,28.0
21,160,28,1,
21,160,1,28,28.0
25,3,28,2,
25,3,2,28,28.0
44,193,28,2,
44,193,2,28,28.0
7,14,28,2,
7,14,2,28,28.0
30,167,28,2,
30,167,2,28,28.0
52,3,28,2,
52,3,2,28,28.0
43,306,28,2,
43,306,2,28,28.0
12,158,28,2,
12,158,2,28,28.0
66,2,29,2,
66,2,2,29,28.0
13,159,29,2,
13,159,2,29,28.0
39,4,29,2,
39,4,2,29,28.0
12,6,29,2,
12,6,2,29,28.0
25,2,29,2,
25,2,2,29,28.0
8,2,30,2,
8,2,2,30,28.0
30,16,30,2,
30,16,2,30,28.0
21,160,30,2,
21,160,2,30,28.0
7,181,30,2,
7,181,2,30,28.0
23,7,30,2,
23,7,2,30,28.0
70,182,30,2,
70,182,2,30,28.0
