wasp_id,cell_id,amt,time,bout_id
11,172,9,1,
11,172,1,9,2.0
9,173,10,2,
9,173,2,10,3.0
14,8,10,2,
14,8,2,10,3.0
1,15,11,2,
1,15,2,11,4.0
4,2,11,2,
4,2,2,11,4.0
16,1,11,2,
16,1,2,11,4.0
7,8,11,2,
7,8,2,11,4.0
11,171,12,1,
11,171,1,12,4.0
14,15,12,2,
14,15,2,12,4.0
12,164,12,2,
12,164,2,12,4.0
16,159,12,2,
16,159,2,12,5.0
6,2,13,2,
6,2,2,13,5.0
4,2,13,2,
4,2,2,13,5.0
1,7,13,2,
1,7,2,13,5.0
7,8,14,2,
7,8,2,14,6.0
16,165,14,1,
16,165,1,14,6.0
8,173,14,2,
8,173,2,14,6.0
10,181,15,2,
10,181,2,15,6.0
9,15,15,2,
9,15,2,15,6.0
4,2,15,2,
4,2,2,15,6.0
14,181,15,2,
14,181,2,15,6.0
11,171,16,2,
11,171,2,16,7.0
4,2,17,2,
4,2,2,17,7.0
8,173,17,2,
8,173,2,17,7.0
17,15,18,2,
17,15,2,18,7.0
8,173,18,2,
8,173,2,18,7.0
9,158,18,2,
9,158,2,18,7.0
7,8,18,2,
7,8,2,18,7.0
16,180,19,2,
16,180,2,19,8.0
1,1,19,2,
1,1,2,19,8.0
10,181,19,2,
10,181,2,19,8.0
6,1,20,2,
6,1,2,20,8.0
17,1,20,2,
17,1,2,20,8.0
4,2,20,2,
4,2,2,20,8.0
11,15,20,2,
11,15,2,20,8.0
7,8,21,2,
7,8,2,21,8.0
5,2,21,2,
5,2,2,21,8.0
1,1,21,2,
1,1,2,21,8.0
8,173,21,2,
8,173,2,21,8.0
4,2,21,2,
4,2,2,21,8.0
6,1,22,2,
6,1,2,22,8.0
13,1,22,2,
13,1,2,22,8.0
1,1,23,2,
1,1,2,23,9.0
8,173,23,2,
8,173,2,23,9.0
9,158,23,2,
9,158,2,23,9.0
11,166,23,2,
11,166,2,23,9.0
14,181,23,2,
14,181,2,23,9.0
7,8,24,1,
7,8,1,24,9.0
17,7,24,2,
17,7,2,24,9.0
4,2,25,2,
4,2,2,25,9.0
1,1,26,2,
1,1,2,26,9.0
11,8,26,2,
11,8,2,26,9.0
7,8,26,2,
7,8,2,26,9.0
4,2,26,2,
4,2,2,26,9.0
16,171,26,2,
16,171,2,26,9.0
17,14,31,1,
17,14,1,31,10.0
7,8,31,2,
7,8,2,31,10.0
17,13,33,1,
17,13,1,33,10.0
7,8,33,2,
7,8,2,33,10.0
11,7,33,2,
11,7,2,33,10.0
5,2,34,2,
5,2,2,34,11.0
17,171,35,2,
17,171,2,35,11.0
16,0,35,1,
16,0,1,35,11.0
4,166,35,2,
4,166,2,35,11.0
7,8,35,2,
7,8,2,35,11.0
11,159,36,2,
11,159,2,36,11.0
4,7,36,2,
4,7,2,36,11.0
7,8,37,2,
7,8,2,37,11.0
14,180,37,2,
14,180,2,37,11.0
11,1,37,2,
11,1,2,37,11.0
4,14,37,1,
4,14,1,37,11.0
7,2,48,2,
7,2,2,48,12.0
14,7,49,2,
14,7,2,49,12.0
8,22,49,2,
8,22,2,49,12.0
11,181,49,2,
11,181,2,49,12.0
7,8,51,2,
7,8,2,51,12.0
14,173,51,2,
14,173,2,51,12.0
4,180,52,2,
4,180,2,52,12.0
5,2,52,2,
5,2,2,52,12.0
17,171,52,2,
17,171,2,52,12.0
14,7,52,2,
14,7,2,52,12.0
13,2,52,2,
13,2,2,52,12.0
5,2,53,2,
5,2,2,53,12.0
8,2,54,2,
8,2,2,54,12.0
10,8,54,2,
10,8,2,54,12.0
14,1,54,1,
14,1,1,54,12.0
7,8,54,2,
7,8,2,54,12.0
6,2,55,2,
6,2,2,55,12.0
7,8,56,2,
7,8,2,56,12.0
14,0,56,2,
14,0,2,56,12.0
10,7,57,2,
10,7,2,57,12.0
8,7,57,2,
8,7,2,57,12.0
13,2,57,2,
13,2,2,57,13.0
6,7,58,2,
6,7,2,58,13.0
17,172,58,2,
17,172,2,58,13.0
8,14,58,1,
8,14,1,58,13.0
14,164,59,2,
14,164,2,59,13.0
10,22,60,2,
10,22,2,60,13.0
17,165,60,2,
17,165,2,60,13.0
7,7,60,2,
7,7,2,60,13.0
17,166,61,2,
17,166,2,61,13.0
14,158,62,2,
14,158,2,62,13.0
8,22,62,2,
8,22,2,62,13.0
7,2,62,2,
7,2,2,62,13.0
6,14,62,2,
6,14,2,62,13.0
4,2,62,2,
4,2,2,62,13.0
9,158,62,2,
9,158,2,62,13.0
4,1,63,2,
4,1,2,63,13.0
5,8,63,2,
5,8,2,63,13.0
13,7,64,2,
13,7,2,64,14.0
17,8,64,2,
17,8,2,64,14.0
2,181,64,2,
2,181,2,64,14.0
10,172,64,2,
10,172,2,64,14.0
1,171,65,1,
1,171,1,65,14.0
9,158,65,2,
9,158,2,65,14.0
4,159,65,2,
4,159,2,65,15.0
10,173,66,2,
10,173,2,66,15.0
14,158,66,2,
14,158,2,66,15.0
7,2,67,2,
7,2,2,67,15.0
10,173,67,1,
10,173,1,67,15.0
14,158,68,2,
14,158,2,68,15.0
8,22,68,1,
8,22,1,68,15.0
17,173,68,2,
17,173,2,68,15.0
7,2,73,2,
7,2,2,73,15.0
8,173,73,2,
8,173,2,73,15.0
16,158,74,2,
16,158,2,74,15.0
4,7,74,2,
4,7,2,74,16.0
17,173,75,2,
17,173,2,75,16.0
4,1,76,2,
4,1,2,76,16.0
10,2,76,2,
10,2,2,76,16.0
17,173,77,1,
17,173,1,77,16.0
9,164,77,2,
9,164,2,77,16.0
6,2,78,2,
6,2,2,78,16.0
7,8,78,2,
7,8,2,78,16.0
4,159,78,2,
4,159,2,78,16.0
10,2,78,2,
10,2,2,78,16.0
14,8,78,2,
14,8,2,78,16.0
13,2,80,2,
13,2,2,80,16.0
7,2,80,2,
7,2,2,80,16.0
14,15,81,2,
14,15,2,81,16.0
7,2,82,2,
7,2,2,82,16.0
4,7,82,2,
4,7,2,82,16.0
10,165,83,2,
10,165,2,83,16.0
14,15,83,2,
14,15,2,83,16.0
9,171,84,2,
9,171,2,84,16.0
10,14,84,1,
10,14,1,84,16.0
7,165,87,2,
7,165,2,87,17.0
4,14,87,2,
4,14,2,87,17.0
10,171,88,1,
10,171,1,88,18.0
11,22,89,2,
11,22,2,89,18.0
14,181,89,2,
14,181,2,89,18.0
7,2,89,2,
7,2,2,89,18.0
4,180,89,2,
4,180,2,89,18.0
6,2,90,2,
6,2,2,90,19.0
12,171,90,2,
12,171,2,90,19.0
6,2,91,2,
6,2,2,91,19.0
0,180,92,2,
0,180,2,92,19.0
10,171,92,2,
10,171,2,92,20.0
12,22,93,2,
12,22,2,93,20.0
9,180,93,2,
9,180,2,93,20.0
7,2,94,2,
7,2,2,94,20.0
8,15,95,2,
8,15,2,95,20.0
13,2,96,1,
13,2,1,96,20.0
0,180,96,2,
0,180,2,96,20.0
7,2,96,2,
7,2,2,96,20.0
12,22,97,2,
12,22,2,97,20.0
8,158,98,2,
